Crisis,Crisis ID,Country,Indicator,Figure,Source and Date,Reliability,Reliability Score,Link,Justification,Helper,Date of entry,Type of entry
Cyclone Judy and cyclone Kevin in Vanuatu,VUT003,Vanuatu,Severe humanitarian conditions - Level 4,32000,UN CERF 15/03/23; OCHA 22/03/23,Medium ,2,https://cerf.un.org/what-we-do/allocation/2023/summary/23-RR-VUT-58018 ;https://reliefweb.int/report/vanuatu/vanuatu-tropical-cyclone-judy-and-tropical-cyclone-kevin-situation-report-no-4-22-march-2023 ,"150,000 people need water, sanitation and hygiene (WASH) support in the most affected areas. There are approximately 23,000 children under five years and 9,000 pregnant and lactating women in the most affected areas. Priority needs include cash and voucher assistance, livelihood restoration, WASH, and shelter. We are considering these children and women to be on level 4",VUT003Severe humanitarian conditions - Level 4,2023-04-30,Change in the data/methodology
Cyclone Judy and cyclone Kevin in Vanuatu,VUT003,Vanuatu,Extreme humanitarian conditions - Level 5,0,x,Low,3,,There was no number of people in extreme humanitarian need.,VUT003Extreme humanitarian conditions - Level 5,2023-04-30,Change in the data/methodology
Cyclone Judy and cyclone Kevin in Vanuatu,VUT003,Vanuatu,Buildings damaged,150323,UN CERF 15/03/23,Medium,2,Allocation summary | CERF (un.org),"Some 25,000 households have damaged or destroyed homes in Tafea and Shefa provinces alone. ",VUT003Buildings damaged,2023-04-30,Change in the data/methodology
Multiple Crises in Tanzania,TZA001,Tanzania,Total population,67083000,world population review accessed on 30/04/2023,Medium ,2,https://worldpopulationreview.com/countries/tanzania-population,Total population of Tanzania in 2023,TZA001Total population,2023-04-30,Humanitarian development
Multiple Crises in Tanzania,TZA001,Tanzania,Landmass affected,441435,"City Population accesssed on 16/01/2023 , IPC 30/12/2022 , Mabumbe accessed on 5/1/2023 ,city population accessed on 30/04/2023 ; UNHCR 15/03/2023
",Medium ,2,"http://www.citypopulation.de/en/tanzania/cities/ , https://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1156131/ , https://mabumbe.com/list-of-districts-in-tanzania-region-wise/ ,   https://data2.unhcr.org/en/documents/details/99656","The landmass regions affected by food insecurity and refugees:   Dar-es Salaam ,Kigoma , Katavi ,  Dodoma , Mara , Kilimanjaro ,Manyara , Tanga , Shinyanga , Arusha , Singida , Simiyu , Tabora and Zanzibar",TZA001Landmass affected,2023-04-30,Humanitarian development
Multiple Crises in Tanzania,TZA001,Tanzania,People exposed,25778000,"IPC 30/12/2022 ,city population accessed on 30/04/2023 ; UNHCR 15/03/2023",Medium ,2," https://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1156131/?iso3=TZA , http://www.citypopulation.de/en/tanzania/cities/ ; https://data2.unhcr.org/en/documents/details/99656","Exposed people= Levels 1 to 5, and it also includes people exposed to the food insecurity crisis and the refugees crisis.",TZA001People exposed,2023-04-30,Humanitarian development
Multiple Crises in Tanzania,TZA001,Tanzania,People affected,19764000,"IPC 30/12/2022 ,city population accessed on 30/04/2023 ; UNHCR 15/03/2023",Medium ,2," https://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1156131/?iso3=TZA , http://www.citypopulation.de/en/tanzania/cities/ ; https://data2.unhcr.org/en/documents/details/99656",ACAPS methodology: Affected people= Levels 2 to 5,TZA001People affected,2023-04-30,Humanitarian development
Multiple Crises in Tanzania,TZA001,Tanzania,People displaced,247000,UNHCR 15/03/2023,High,1, https://data2.unhcr.org/en/documents/details/99656,is the number of refugees in Tanzania as of 28 February 2023 (247000),TZA001People displaced,2023-04-30,Humanitarian development
Multiple Crises in Tanzania,TZA001,Tanzania,Fatalities reported,3,ACLED accessed on 30/04/2023,Medium ,2,https://acleddata.com/data-export-tool/,fatalities between 01  October 2022 and 21/04/2023 in Multiple crisis,TZA001Fatalities reported,2023-04-30,Humanitarian development
Multiple Crises in Tanzania,TZA001,Tanzania,Fatalities in all crises,3,ACLED accessed on 30/04/2023,Medium ,2,https://acleddata.com/data-export-tool/,fatalities between 01 October 2022 and 21/04/2023,TZA001Fatalities in all crises,2023-04-30,Humanitarian development
Multiple Crises in Tanzania,TZA001,Tanzania,People in Need,1237000,"IPC 30/12/2022 , UNHCR 15/03/2023",High,1," https://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1156131/?iso3=TZA,  https://data2.unhcr.org/en/documents/details/99656",is the number of refugees in Tanzania as of 28 February (247000) + People in Crisis food insecurity level (IPC Phase 3) or above between  March 2023 - May 2023,TZA001People in Need,2023-04-30,Humanitarian development
Multiple Crises in Tanzania,TZA001,Tanzania,Minimal humanitarian conditions - Level 1,6014000,"IPC 30/12/2022 ,city population accessed on 30/04/2023 ; UNHCR 15/03/2023",Medium ,2," https://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1156131/?iso3=TZA , http://www.citypopulation.de/en/tanzania/cities/ ; https://data2.unhcr.org/en/documents/details/99656",The sum of people in Level 1 in the food insecurity crisis + the refugees crisis,TZA001Minimal humanitarian conditions - Level 1,2023-04-30,Humanitarian development
Multiple Crises in Tanzania,TZA001,Tanzania,Stressed humanitarian conditions - Level 2,18527000,"IPC 30/12/2022 ,city population accessed on 30/04/2023 ; UNHCR 15/03/2023",Medium ,2," https://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1156131/?iso3=TZA , http://www.citypopulation.de/en/tanzania/cities/ ; https://data2.unhcr.org/en/documents/details/99656",The sum of people in Level 2 in the food insecurity crisis + the refugees crisis,TZA001Stressed humanitarian conditions - Level 2,2023-04-30,Humanitarian development
Multiple Crises in Tanzania,TZA001,Tanzania,Moderate humanitarian conditions - Level 3,1237000,"IPC 30/12/2022 , UNHCR 15/03/2023",High,1," https://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1156131/?iso3=TZA,  https://data2.unhcr.org/en/documents/details/99656","The sum of people in Level 3 in the food insecurity crisis (990000) + the refugees crisis ( 247,000 )",TZA001Moderate humanitarian conditions - Level 3,2023-04-30,Humanitarian development
Multiple Crises in Tanzania,TZA001,Tanzania,Severe humanitarian conditions - Level 4,0,"IPC 30/12/2022 , UNHCR 15/03/2023",High,1," https://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1156131/?iso3=TZA,  https://data2.unhcr.org/en/documents/details/99656",The sum of people in Level 4 in the food insecurity crisis + + the refugees crisis,TZA001Severe humanitarian conditions - Level 4,2023-04-30,Humanitarian development
Multiple Crises in Tanzania,TZA001,Tanzania,Extreme humanitarian conditions - Level 5,0,"IPC 30/12/2022 , UNHCR 15/03/2023",High,1," https://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1156131/?iso3=TZA,  https://data2.unhcr.org/en/documents/details/99656",The sum of people in Level 5 in the food insecurity crisis + the refugees crisis,TZA001Extreme humanitarian conditions - Level 5,2023-04-30,Humanitarian development
Multiple Crises in Tanzania,TZA001,Tanzania,Crisis affected groups,2,"IPC 30/12/2022 , UNHCR 15/03/2023",Medium ,2," https://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1156131/?iso3=TZA,  https://data2.unhcr.org/en/documents/details/99656",Host-community and Refugees,TZA001Crisis affected groups,2023-04-30,Humanitarian development
Food Security Crisis in North-East Tanzania,TZA003,Tanzania,Total population,67083000,world population review accessed on 30/04/2023,Medium ,2,https://worldpopulationreview.com/countries/tanzania-population,Total population of Tanzania in 2023,TZA003Total population,2023-04-30,Humanitarian development
Food Security Crisis in North-East Tanzania,TZA003,Tanzania,Fatalities reported,0,ACLED accessed on 30/04/2023,Medium ,2,https://acleddata.com/data-export-tool/,fatalities between 01 October 2022 and  21 April 2023 because of food insecurity .,TZA003Fatalities reported,2023-04-30,Humanitarian development
Food Security Crisis in North-East Tanzania,TZA003,Tanzania,Fatalities in all crises,3,ACLED accessed on 30/04/2023,Medium ,2,https://acleddata.com/data-export-tool/,fatalities between 01  October 2022 and 21 April 2023,TZA003Fatalities in all crises,2023-04-30,Humanitarian development
International Displacement in Tanzania,TZA002,Tanzania,Total population,67083000,world population review accessed on 30/04/2023,Medium ,2,https://worldpopulationreview.com/countries/tanzania-population,Total population of Tanzania in 2023,TZA002Total population,2023-04-30,Humanitarian development
International Displacement in Tanzania,TZA002,Tanzania,Landmass affected,187103,city population accessed on 30/04/2023 ; UNHCR 15/03/2023,High,1,http://www.citypopulation.de/en/tanzania/cities/ ; https://data2.unhcr.org/en/documents/details/99656,"Total landmass of regions that host refugees: Kigoma, Katavi, Tabora, Tanga, Dar-es Salaam",TZA002Landmass affected,2023-04-30,Humanitarian development
International Displacement in Tanzania,TZA002,Tanzania,People exposed,15015000,city population accessed on 30/04/2023 ; UNHCR 15/03/2023,Medium ,2,http://www.citypopulation.de/en/tanzania/cities/ ; https://data2.unhcr.org/en/documents/details/99656,"Total population of regions that host refugees: Kigoma, Katavi, Tabora, Tanga, Dar-es Salaam",TZA002People exposed,2023-04-30,Humanitarian development
International Displacement in Tanzania,TZA002,Tanzania,People affected,15015000,city population accessed on 30/04/2023 ; UNHCR 15/03/2023,Medium ,2,http://www.citypopulation.de/en/tanzania/cities/ ; https://data2.unhcr.org/en/documents/details/99656,"People affected are the total population of regions that host refugees: Kigoma, Katavi, Tabora, Tanga, Dar-es Salaam",TZA002People affected,2023-04-30,Humanitarian development
International Displacement in Tanzania,TZA002,Tanzania,People displaced,247000,UNHCR 15/03/2023,High,1, https://data2.unhcr.org/en/documents/details/99656,"is the number of refugees in Tanzania as of 28 February (247,000)",TZA002People displaced,2023-04-30,Humanitarian development
International Displacement in Tanzania,TZA002,Tanzania,Fatalities reported,3,ACLED accessed on 30/04/2023,Medium ,2,https://acleddata.com/data-export-tool/,fatalities between 01 October 2022 and 21 April 2023 related to refugees,TZA002Fatalities reported,2023-04-30,Humanitarian development
International Displacement in Tanzania,TZA002,Tanzania,Fatalities in all crises,3,ACLED accessed on 30/04/2023,Medium ,2,https://acleddata.com/data-export-tool/,fatalities between 01  October 2022 and 21 April 2023,TZA002Fatalities in all crises,2023-04-30,Humanitarian development
International Displacement in Tanzania,TZA002,Tanzania,People in Need,247000,UNHCR 15/03/2023,High,1, https://data2.unhcr.org/en/documents/details/99656,"is the number of refugees in Tanzania (247,000) PIN= Level 3 + Level 4 + Level 5",TZA002People in Need,2023-04-30,Humanitarian development
International Displacement in Tanzania,TZA002,Tanzania,Minimal humanitarian conditions - Level 1,0,city population accessed on 30/04/2023 ; UNHCR 15/03/2023,Medium ,2,http://www.citypopulation.de/en/tanzania/cities/ ; https://data2.unhcr.org/en/documents/details/99656,ACAPS methodology: Level1= Exposed population - affected population.,TZA002Minimal humanitarian conditions - Level 1,2023-04-30,Humanitarian development
International Displacement in Tanzania,TZA002,Tanzania,Stressed humanitarian conditions - Level 2,14768000,city population accessed on 30/04/2023 ; UNHCR 15/03/2023,Medium ,2,http://www.citypopulation.de/en/tanzania/cities/ ; https://data2.unhcr.org/en/documents/details/99656,ACAPS methodology: Level 2 = Affected population - PIN ,TZA002Stressed humanitarian conditions - Level 2,2023-04-30,Humanitarian development
International Displacement in Tanzania,TZA002,Tanzania,Moderate humanitarian conditions - Level 3,247000,UNHCR 15/03/2023,High,1, https://data2.unhcr.org/en/documents/details/99656,is the number of refugees in Tanzania as of 28 February 2023,TZA002Moderate humanitarian conditions - Level 3,2023-04-30,Humanitarian development
International Displacement in Tanzania,TZA002,Tanzania,Severe humanitarian conditions - Level 4,0,UNHCR 15/03/2023,High,1, https://data2.unhcr.org/en/documents/details/99656,The severity of needs is not identified for refugees,TZA002Severe humanitarian conditions - Level 4,2023-04-30,Humanitarian development
International Displacement in Tanzania,TZA002,Tanzania,Extreme humanitarian conditions - Level 5,0,UNHCR 15/03/2023,High,1, https://data2.unhcr.org/en/documents/details/99656,The severity of needs is not identified for refugees,TZA002Extreme humanitarian conditions - Level 5,2023-04-30,Humanitarian development
International Displacement in Tanzania,TZA002,Tanzania,Crisis affected groups,2,UNHCR 20/02/2023,Medium ,2,https://data2.unhcr.org/en/documents/details/99153,Host-community and Refugees,TZA002Crisis affected groups,2023-04-30,Humanitarian development
Food Security in Mauritania,MRT003,Mauritania,Total population,4840000,World Population Review accessed on 30/04/2023,Medium ,2,https://worldpopulationreview.com/countries/mauritania-population,Total population of Mauritania,MRT003Total population,2023-04-30,Humanitarian development
Refugees from Mali in Mauritania,MRT002,Mauritania,Total population,4840000,World Population Review accessed on 30/04/2023,Medium ,2,https://worldpopulationreview.com/countries/mauritania-population,Total population of Mauritania,MRT002Total population,2023-04-30,Humanitarian development
Refugees from Mali in Mauritania,MRT002,Mauritania,Landmass affected,206000,"City Population acceessed on 30/04/2023 ,UNHCR 17/04/2023",Medium ,2,"https://www.citypopulation.de/en/mauritania/cities/ , https://data.unhcr.org/en/documents/details/100304","Total landmass of regions that host Malian refugees: Hodh Chargu, Nouakchott, and Nouadhibou.",MRT002Landmass affected,2023-04-30,Humanitarian development
